Customer ID,Age,Gender,Loyalty Member,Recency,Frequency,Monetary,Churn,Favorite Product Type,Product Diversity,Total Orders,Cancellation Rate,Average Rating,Add-on Frequency,Preferred Payment Method,Preferred Shipping Type
4738,45,Female,No,123,1,1689.66,0,Smartwatch,1,1,100.0,3.0,0.0,Paypal,Standard
4739,39,Male,No,339,1,844.83,1,Smartwatch,1,1,100.0,3.0,0.0,Paypal,Express
4741,58,Female,No,168,1,3711.68,0,Laptop,1,1,0.0,3.0,0.0,Cash,Express
4743,49,Male,No,362,1,3446.8,1,Smartphone,1,1,0.0,2.0,1.0,Credit Card,Standard
4744,64,Female,No,130,2,2596.93,0,Laptop,2,2,50.0,3.0,0.5,Credit Card,Overnight
4745,63,Female,No,192,2,2617.49,1,Smartphone,2,2,0.0,4.0,0.5,Cash,Express
4747,71,Male,Yes,191,2,5172.73,1,Smartphone,2,2,100.0,4.0,0.5,Debit Card,Overnight
4749,57,Male,Yes,127,2,4639.6,0,Laptop,1,2,50.0,3.0,1.0,Cash,Express
4750,64,Female,No,134,4,12159.619999999999,0,Smartphone,2,4,0.0,4.0,0.75,Debit Card,Express
4751,27,Female,No,250,2,3247.7200000000003,1,Laptop,1,2,0.0,3.0,0.5,Cash,Express
4752,47,Female,No,206,1,3955.95,1,Smartphone,1,1,0.0,2.0,1.0,Debit Card,Express
4755,67,Male,No,214,1,2534.49,1,Smartwatch,1,1,0.0,3.0,1.0,Paypal,Express
4756,68,Male,Yes,212,1,1976.24,1,Tablet,1,1,100.0,3.0,1.0,Cash,Standard
4757,66,Male,No,276,1,247.03,1,Tablet,1,1,0.0,3.0,0.0,Credit Card,Overnight
4758,76,Male,No,327,1,103.75,1,Smartphone,1,1,100.0,5.0,1.0,Cash,Standard
4759,27,Male,No,176,4,5452.1,0,Laptop,4,4,25.0,3.5,0.5,Paypal,Overnight
4760,33,Male,No,159,2,2430.75,0,Smartwatch,2,2,0.0,3.0,1.0,Credit Card,Express
4761,76,Female,No,348,1,988.12,1,Tablet,1,1,100.0,3.0,1.0,Debit Card,Express
4765,71,Male,No,415,2,4307.15,1,Smartphone,2,2,0.0,4.0,0.5,Credit Card,Express
4768,40,Male,No,308,1,5913.81,1,Smartwatch,1,1,0.0,3.0,1.0,Cash,Overnight
4769,18,Male,Yes,138,1,1582.38,0,Smartphone,1,1,0.0,2.0,1.0,Cash,Express
4771,37,Female,Yes,113,1,5068.98,0,Smartwatch,1,1,0.0,3.0,1.0,Credit Card,Standard
4772,18,Female,No,193,1,103.75,1,Smartphone,1,1,0.0,5.0,1.0,Credit Card,Express
4773,54,Male,No,104,4,15825.07,0,Smartphone,2,4,75.0,3.25,0.25,Cash,Overnight
4774,78,Male,No,183,2,3873.38,1,Smartwatch,2,2,0.0,3.0,0.5,Credit Card,Standard
4776,60,Female,No,268,2,5103.5599999999995,1,Laptop,1,2,50.0,3.0,1.0,Cash,Express
4777,31,Female,Yes,227,3,3522.6099999999997,1,Tablet,2,3,33.33333333333333,3.0,1.0,Cash,Express
4778,27,Female,No,108,1,2783.76,0,Laptop,1,1,0.0,3.0,1.0,Debit Card,Express
4779,54,Male,No,272,1,41.5,1,Smartphone,1,1,100.0,5.0,1.0,Cash,Overnight
4780,38,Female,No,417,1,145.25,1,Smartphone,1,1,100.0,5.0,1.0,Paypal,Overnight
4781,18,Male,No,150,1,1235.15,0,Tablet,1,1,100.0,3.0,0.0,Cash,Express
4783,64,Male,No,161,2,1073.17,0,Laptop,2,2,50.0,4.0,0.0,Credit Card,Express
4784,68,Male,Yes,146,2,7911.900000000001,0,Smartphone,1,2,0.0,2.0,1.0,Credit Card,Express
4787,18,Female,No,327,1,2534.49,1,Smartwatch,1,1,100.0,3.0,0.0,Debit Card,Express
4788,67,Female,No,354,1,3711.68,1,Laptop,1,1,0.0,3.0,0.0,Debit Card,Standard
4790,79,Male,No,119,2,7227.99,0,Smartphone,2,2,0.0,2.5,1.0,Credit Card,Express
4791,46,Male,No,75,1,6758.64,0,Smartwatch,1,1,0.0,3.0,1.0,Credit Card,Overnight
4792,74,Female,No,302,1,7603.47,1,Smartwatch,1,1,0.0,3.0,1.0,Cash,Overnight
4793,50,Female,No,242,3,12980.75,1,Laptop,3,3,33.33333333333333,2.6666666666666665,0.6666666666666666,Debit Card,Express
4795,37,Female,Yes,384,1,2783.76,1,Laptop,1,1,0.0,3.0,1.0,Credit Card,Express
4796,66,Female,No,172,3,7473.46,0,Smartphone,1,3,0.0,4.0,1.0,Paypal,Overnight
4800,53,Female,No,121,2,2498.07,0,Smartphone,1,2,50.0,3.5,1.0,Cash,Overnight
4801,32,Female,No,436,1,62.25,1,Smartphone,1,1,0.0,5.0,1.0,Debit Card,Standard
4802,63,Female,No,117,2,1495.63,0,Laptop,2,2,100.0,4.0,0.5,Cash,Overnight
4806,20,Female,No,405,1,5538.33,1,Smartphone,1,1,0.0,2.0,1.0,Paypal,Express
4808,79,Male,No,251,2,2380.0,1,Laptop,2,2,0.0,3.0,0.5,Cash,Standard
4809,72,Female,No,164,2,9542.400000000001,0,Laptop,2,2,100.0,3.0,1.0,Cash,Express
4810,76,Male,No,150,2,3028.5499999999997,0,Smartwatch,2,2,50.0,3.0,1.0,Cash,Express
4811,57,Male,No,134,1,1689.66,0,Smartwatch,1,1,0.0,3.0,1.0,Debit Card,Overnight
4814,51,Female,Yes,247,1,927.92,1,Laptop,1,1,100.0,3.0,1.0,Credit Card,Standard
4815,41,Male,No,335,2,3988.81,1,Laptop,2,2,0.0,3.0,1.0,Cash,Express
4817,47,Male,No,141,1,186.75,0,Smartphone,1,1,0.0,5.0,1.0,Credit Card,Express
4818,46,Female,Yes,287,1,988.12,1,Tablet,1,1,0.0,3.0,0.0,Paypal,Overnight
4820,52,Female,No,122,1,145.25,0,Smartphone,1,1,100.0,5.0,1.0,Paypal,Standard
4823,37,Female,No,212,1,4747.14,1,Smartphone,1,1,100.0,2.0,0.0,Paypal,Standard
4824,20,Male,No,433,1,3247.72,1,Laptop,1,1,100.0,3.0,1.0,Debit Card,Overnight
4826,29,Male,Yes,263,1,5068.98,1,Smartwatch,1,1,100.0,3.0,0.0,Paypal,Express
4827,41,Female,No,251,1,2470.3,1,Tablet,1,1,0.0,3.0,1.0,Credit Card,Overnight
4828,24,Male,No,273,1,2783.76,1,Laptop,1,1,100.0,3.0,1.0,Credit Card,Express
4829,38,Male,No,216,2,1205.05,1,Laptop,2,2,50.0,3.0,0.5,Credit Card,Express
4830,70,Male,No,387,1,5068.98,1,Smartwatch,1,1,100.0,3.0,1.0,Debit Card,Standard
4832,31,Female,No,174,2,10768.23,0,Smartphone,2,2,0.0,2.5,1.0,Paypal,Overnight
4833,47,Female,Yes,424,1,844.83,1,Smartwatch,1,1,100.0,3.0,1.0,Credit Card,Standard
4834,62,Male,No,254,1,3955.95,1,Smartphone,1,1,0.0,2.0,1.0,Cash,Standard
4835,50,Male,No,115,1,2373.57,0,Smartphone,1,1,0.0,2.0,0.0,Debit Card,Standard
4837,49,Female,No,96,1,2373.57,0,Smartphone,1,1,0.0,2.0,1.0,Credit Card,Express
4838,61,Male,No,282,2,4510.73,1,Smartwatch,2,2,50.0,3.0,0.5,Credit Card,Express
4840,41,Male,Yes,204,5,13485.95,1,Smartphone,3,5,20.0,3.6,0.6,Cash,Express
4841,53,Male,Yes,77,4,15063.75,0,Laptop,4,4,25.0,2.75,1.0,Paypal,Overnight
4842,42,Female,No,211,2,3338.02,1,Laptop,2,2,50.0,3.0,1.0,Cash,Overnight
4843,80,Female,No,141,1,124.5,0,Smartphone,1,1,0.0,5.0,0.0,Cash,Express
4844,58,Male,Yes,143,2,9655.2,0,Smartphone,2,2,0.0,2.5,1.0,Credit Card,Overnight
4845,56,Male,Yes,426,1,2319.8,1,Laptop,1,1,100.0,3.0,1.0,Paypal,Express
4846,80,Male,Yes,143,1,83.0,0,Smartphone,1,1,0.0,5.0,1.0,Cash,Standard
4850,34,Male,No,434,1,7603.47,1,Smartwatch,1,1,0.0,3.0,0.0,Cash,Overnight
4851,54,Male,No,294,2,3330.72,1,Laptop,2,2,50.0,4.0,0.5,Cash,Standard
4852,44,Male,No,419,1,2373.57,1,Smartphone,1,1,0.0,2.0,0.0,Debit Card,Express
4854,24,Male,No,269,3,2099.98,1,Laptop,3,3,33.33333333333333,2.6666666666666665,0.6666666666666666,Credit Card,Overnight
4856,43,Male,Yes,417,1,791.19,1,Smartphone,1,1,100.0,2.0,1.0,Cash,Express
4857,71,Male,No,121,3,12232.779999999999,0,Smartphone,3,3,66.66666666666666,2.6666666666666665,1.0,Debit Card,Overnight
4858,39,Female,No,178,2,5934.56,0,Smartphone,2,2,50.0,4.0,0.5,Cash,Overnight
4859,49,Female,No,304,2,2594.8,1,Smartphone,2,2,0.0,4.0,0.5,Cash,Overnight
4862,62,Female,No,292,1,844.83,1,Smartwatch,1,1,100.0,3.0,1.0,Cash,Overnight
4863,73,Male,No,177,1,5913.81,0,Smartwatch,1,1,0.0,3.0,1.0,Debit Card,Express
4864,78,Male,No,161,3,11412.659999999998,0,Tablet,2,3,33.33333333333333,3.0,0.6666666666666666,Debit Card,Express
4865,18,Male,Yes,194,2,2636.3,1,Smartphone,2,2,0.0,4.0,1.0,Paypal,Express
4866,56,Female,No,306,2,4286.4,1,Smartphone,2,2,50.0,4.0,0.5,Cash,Express
4867,19,Male,No,94,4,5678.19,0,Smartphone,3,4,25.0,4.0,1.0,Cash,Standard
4868,80,Male,No,326,1,3711.68,1,Laptop,1,1,0.0,3.0,1.0,Credit Card,Standard
4869,30,Male,No,372,1,5913.81,1,Smartwatch,1,1,100.0,3.0,0.0,Paypal,Standard
4870,57,Female,No,303,1,1391.88,1,Laptop,1,1,100.0,3.0,0.0,Paypal,Overnight
4871,56,Male,No,295,1,3379.32,1,Smartwatch,1,1,0.0,3.0,1.0,Cash,Standard
4872,80,Male,No,283,1,7603.47,1,Smartwatch,1,1,0.0,3.0,0.0,Cash,Express
4873,75,Male,No,274,1,1855.84,1,Laptop,1,1,0.0,3.0,1.0,Paypal,Standard
4874,58,Male,No,415,1,145.25,1,Smartphone,1,1,0.0,5.0,0.0,Debit Card,Overnight
4876,75,Female,No,134,3,11263.369999999999,0,Smartphone,2,3,33.33333333333333,3.3333333333333335,1.0,Cash,Express
4877,35,Female,Yes,357,1,62.25,1,Smartphone,1,1,100.0,5.0,1.0,Cash,Overnight
4878,64,Male,Yes,324,2,1731.16,1,Smartphone,2,2,0.0,4.0,1.0,Cash,Express
4879,27,Female,No,114,1,1689.66,0,Smartwatch,1,1,0.0,3.0,1.0,Credit Card,Express
4881,35,Female,Yes,84,2,5811.79,0,Laptop,2,2,0.0,2.5,0.5,Cash,Express
4883,75,Female,No,142,3,4419.91,0,Smartphone,2,3,0.0,2.3333333333333335,0.6666666666666666,Cash,Express
4884,41,Female,Yes,266,1,2534.49,1,Smartwatch,1,1,0.0,3.0,0.0,Debit Card,Standard
4885,48,Male,Yes,260,3,4037.42,1,Smartphone,3,3,0.0,3.6666666666666665,1.0,Credit Card,Overnight
4886,35,Male,No,210,1,741.09,1,Tablet,1,1,100.0,3.0,1.0,Paypal,Overnight
4888,48,Female,No,377,1,62.25,1,Smartphone,1,1,100.0,5.0,1.0,Debit Card,Overnight
4889,27,Female,No,118,2,5110.48,0,Smartphone,2,2,50.0,4.0,1.0,Cash,Express
4890,76,Female,No,297,2,10137.96,1,Smartwatch,1,2,0.0,3.0,1.0,Credit Card,Overnight
4891,54,Male,Yes,99,1,2783.76,0,Laptop,1,1,0.0,3.0,0.0,Paypal,Express
4892,65,Female,No,87,3,394.25,0,Smartphone,1,3,0.0,5.0,0.6666666666666666,Paypal,Express
4893,35,Male,No,312,1,7911.9,1,Smartphone,1,1,0.0,2.0,1.0,Cash,Express
4895,63,Female,No,408,1,1976.24,1,Tablet,1,1,0.0,3.0,1.0,Paypal,Overnight
4897,20,Male,Yes,292,1,186.75,1,Smartphone,1,1,0.0,5.0,1.0,Cash,Standard
4899,37,Male,No,191,3,4279.43,1,Smartphone,2,3,33.33333333333333,3.3333333333333335,1.0,Debit Card,Express
4902,47,Male,No,73,2,1727.63,0,Smartphone,1,2,50.0,3.5,1.0,Debit Card,Overnight
4903,33,Male,No,150,3,2596.93,0,Tablet,2,3,33.33333333333333,3.0,1.0,Cash,Standard
4904,32,Male,No,151,1,4175.64,0,Laptop,1,1,0.0,3.0,1.0,Credit Card,Express
4905,80,Male,No,329,1,5068.98,1,Smartwatch,1,1,0.0,3.0,1.0,Paypal,Overnight
4906,45,Male,No,102,1,1391.88,0,Laptop,1,1,0.0,3.0,1.0,Debit Card,Standard
4908,57,Female,No,175,2,15569.009999999998,0,Smartphone,2,2,50.0,2.5,1.0,Debit Card,Express
4909,46,Male,No,258,3,8609.32,1,Laptop,3,3,0.0,2.6666666666666665,1.0,Credit Card,Express
4910,77,Female,No,73,4,10445.71,0,Smartphone,3,4,50.0,3.25,1.0,Cash,Standard
4911,53,Female,No,162,3,11570.720000000001,0,Smartphone,2,3,0.0,2.3333333333333335,0.3333333333333333,Cash,Standard
4912,72,Female,No,265,1,7911.9,1,Smartphone,1,1,0.0,2.0,1.0,Credit Card,Express
4913,33,Female,Yes,302,1,8448.3,1,Smartwatch,1,1,0.0,3.0,1.0,Cash,Express
4914,74,Male,No,438,1,3379.32,1,Smartwatch,1,1,0.0,3.0,1.0,Debit Card,Overnight
4915,39,Female,No,161,3,10677.82,0,Laptop,3,3,0.0,3.6666666666666665,1.0,Cash,Express
4917,43,Male,No,85,1,1482.18,0,Tablet,1,1,0.0,3.0,0.0,Paypal,Overnight
4918,70,Female,Yes,188,1,927.92,1,Laptop,1,1,0.0,3.0,1.0,Credit Card,Overnight
4919,61,Male,No,176,2,103.75,0,Smartphone,1,2,50.0,5.0,1.0,Cash,Standard
4920,22,Male,No,91,3,8918.990000000002,0,Laptop,2,3,66.66666666666666,3.6666666666666665,1.0,Credit Card,Standard
4921,28,Female,Yes,357,1,3247.72,1,Laptop,1,1,0.0,3.0,1.0,Credit Card,Overnight
4922,78,Female,No,172,3,11165.63,0,Tablet,2,3,0.0,3.0,0.6666666666666666,Debit Card,Express
4923,75,Male,No,188,1,463.96,1,Laptop,1,1,0.0,3.0,0.0,Paypal,Express
4924,64,Female,No,269,1,494.06,1,Tablet,1,1,0.0,3.0,0.0,Paypal,Express
4926,32,Male,No,226,1,4175.64,1,Laptop,1,1,100.0,3.0,1.0,Debit Card,Standard
4928,77,Female,Yes,318,1,7120.71,1,Smartphone,1,1,100.0,2.0,1.0,Paypal,Express
4930,37,Male,No,246,2,9904.470000000001,1,Laptop,2,2,0.0,2.5,1.0,Cash,Express
4931,24,Male,No,382,1,741.09,1,Tablet,1,1,0.0,3.0,1.0,Credit Card,Standard
4932,80,Female,No,416,1,20.75,1,Smartphone,1,1,100.0,5.0,1.0,Cash,Express
4933,38,Male,No,127,3,4826.35,0,Smartphone,2,3,33.33333333333333,4.333333333333333,0.6666666666666666,Debit Card,Express
4934,70,Male,No,357,1,247.03,1,Tablet,1,1,0.0,3.0,1.0,Cash,Overnight
4935,50,Female,Yes,80,1,7120.71,0,Smartphone,1,1,0.0,2.0,1.0,Cash,Standard
4937,35,Male,Yes,169,3,7008.120000000001,0,Laptop,3,3,33.33333333333333,3.6666666666666665,0.3333333333333333,Debit Card,Overnight
4938,61,Female,No,200,2,5141.0,1,Smartphone,2,2,50.0,2.5,0.0,Credit Card,Express
4939,36,Female,No,347,3,9030.060000000001,1,Laptop,3,3,33.33333333333333,2.6666666666666665,1.0,Credit Card,Standard
4941,74,Male,Yes,131,2,5254.06,0,Laptop,2,2,50.0,3.0,1.0,Paypal,Express
4942,61,Female,Yes,294,1,844.83,1,Smartwatch,1,1,0.0,3.0,1.0,Cash,Standard
4943,39,Male,Yes,142,2,2821.07,0,Smartwatch,2,2,0.0,3.0,0.5,Cash,Express
4944,64,Male,No,267,1,6329.52,1,Smartphone,1,1,100.0,2.0,0.0,Credit Card,Express
4946,19,Male,No,228,1,791.19,1,Smartphone,1,1,0.0,2.0,1.0,Paypal,Standard
4947,26,Female,No,126,2,5316.009999999999,0,Smartwatch,2,2,0.0,3.0,1.0,Credit Card,Express
4949,66,Male,No,374,1,1482.18,1,Tablet,1,1,100.0,3.0,1.0,Paypal,Express
4950,50,Female,No,255,3,14201.189999999999,1,Smartwatch,2,3,66.66666666666666,2.6666666666666665,0.6666666666666666,Debit Card,Express
4951,26,Female,No,328,1,927.92,1,Laptop,1,1,0.0,3.0,1.0,Credit Card,Express
4952,59,Female,No,122,2,7603.47,0,Smartwatch,1,2,0.0,3.0,0.5,Cash,Express
4953,45,Female,Yes,250,1,124.5,1,Smartphone,1,1,100.0,5.0,0.0,Debit Card,Overnight
4954,21,Female,No,170,1,6758.64,0,Smartwatch,1,1,0.0,3.0,1.0,Cash,Overnight
4955,47,Female,No,119,2,3330.72,0,Laptop,2,2,100.0,4.0,0.5,Cash,Express
4956,36,Female,No,164,2,2974.26,0,Laptop,2,2,50.0,2.5,0.5,Credit Card,Standard
4957,36,Male,No,80,3,2463.0,0,Laptop,3,3,66.66666666666666,3.6666666666666665,0.6666666666666666,Cash,Express
4958,33,Male,No,251,2,3832.08,1,Laptop,2,2,50.0,3.0,0.5,Debit Card,Express
4959,28,Male,Yes,260,1,1976.24,1,Tablet,1,1,0.0,3.0,1.0,Credit Card,Express
4960,67,Female,No,281,1,1976.24,1,Tablet,1,1,0.0,3.0,0.0,Debit Card,Standard
4962,73,Male,No,221,1,8448.3,1,Smartwatch,1,1,0.0,3.0,1.0,Cash,Standard
4963,41,Male,No,125,3,14093.91,0,Smartwatch,2,3,0.0,2.6666666666666665,0.0,Cash,Overnight
4964,51,Male,No,137,1,1976.24,0,Tablet,1,1,100.0,3.0,1.0,Cash,Standard
4965,40,Female,No,429,1,3379.32,1,Smartwatch,1,1,100.0,3.0,1.0,Debit Card,Standard
4966,54,Female,Yes,279,1,4224.15,1,Smartwatch,1,1,0.0,3.0,1.0,Paypal,Overnight
4967,44,Female,No,273,2,10500.03,1,Smartphone,2,2,50.0,2.5,0.5,Cash,Express
4968,53,Female,No,81,2,8008.63,0,Smartphone,2,2,100.0,2.5,0.0,Credit Card,Standard
4970,39,Female,No,89,1,83.0,0,Smartphone,1,1,100.0,5.0,0.0,Credit Card,Express
4971,69,Male,Yes,323,2,7471.869999999999,1,Laptop,2,2,50.0,3.0,0.5,Cash,Overnight
4972,34,Female,Yes,150,2,8839.82,0,Laptop,2,2,0.0,2.5,0.5,Cash,Express
4973,20,Female,No,180,2,3309.97,0,Laptop,2,2,0.0,4.0,1.0,Credit Card,Express
4975,29,Male,No,176,1,7120.71,0,Smartphone,1,1,100.0,2.0,1.0,Debit Card,Express
4978,44,Female,No,257,2,9459.31,1,Laptop,2,2,0.0,3.0,1.0,Cash,Express
4980,27,Male,No,357,1,2223.27,1,Tablet,1,1,100.0,3.0,1.0,Paypal,Express
4981,61,Female,No,229,1,7603.47,1,Smartwatch,1,1,0.0,3.0,0.0,Credit Card,Overnight
4983,67,Male,No,86,1,3379.32,0,Smartwatch,1,1,0.0,3.0,0.0,Debit Card,Standard
4984,33,Male,No,236,1,166.0,1,Smartphone,1,1,0.0,5.0,1.0,Credit Card,Standard
4986,26,Female,No,135,1,145.25,0,Smartphone,1,1,0.0,5.0,0.0,Credit Card,Overnight
4987,72,Male,No,328,1,463.96,1,Laptop,1,1,0.0,3.0,1.0,Credit Card,Express
4988,60,Male,No,419,1,2373.57,1,Smartphone,1,1,100.0,2.0,1.0,Debit Card,Standard
4990,21,Female,No,194,3,3773.57,1,Smartphone,2,3,0.0,4.333333333333333,0.6666666666666666,Cash,Express
4991,72,Female,No,437,1,62.25,1,Smartphone,1,1,0.0,5.0,1.0,Debit Card,Express
4992,21,Female,Yes,98,1,3247.72,0,Laptop,1,1,0.0,3.0,1.0,Credit Card,Standard
4993,22,Male,Yes,233,2,1938.84,1,Laptop,2,2,100.0,4.0,0.5,Credit Card,Express
4995,57,Male,No,246,2,2223.27,1,Tablet,1,2,0.0,3.0,1.0,Cash,Overnight
4997,26,Male,No,87,2,7746.76,0,Smartwatch,2,2,0.0,3.0,0.5,Debit Card,Express
4998,33,Female,Yes,436,1,4639.6,1,Laptop,1,1,0.0,3.0,1.0,Cash,Overnight
5000,41,Female,No,136,1,927.92,0,Laptop,1,1,100.0,3.0,1.0,Credit Card,Standard
5003,73,Male,No,328,1,2223.27,1,Tablet,1,1,100.0,3.0,1.0,Paypal,Overnight
5004,62,Male,No,227,2,8405.96,1,Smartphone,2,2,50.0,2.5,0.0,Cash,Express
5005,80,Female,No,317,2,4446.54,1,Tablet,1,2,50.0,3.0,0.5,Cash,Overnight
5006,71,Male,No,288,1,988.12,1,Tablet,1,1,100.0,3.0,1.0,Cash,Express
5009,51,Male,No,274,5,11157.25,1,Smartwatch,4,5,20.0,2.8,0.6,Cash,Standard
5010,26,Female,No,185,1,2534.49,1,Smartwatch,1,1,100.0,3.0,1.0,Credit Card,Standard
5012,23,Female,Yes,110,2,1832.95,0,Smartwatch,2,2,0.0,3.0,0.5,Credit Card,Overnight
5013,47,Male,No,327,1,2783.76,1,Laptop,1,1,100.0,3.0,1.0,Cash,Overnight
5014,46,Male,No,359,1,7120.71,1,Smartphone,1,1,100.0,2.0,0.0,Paypal,Standard
5015,34,Male,No,73,2,3711.68,0,Laptop,1,2,0.0,3.0,0.5,Cash,Express
5016,66,Male,No,187,2,5567.52,1,Laptop,1,2,50.0,3.0,0.5,Credit Card,Express
5017,26,Female,No,193,2,145.25,1,Smartphone,1,2,0.0,5.0,1.0,Cash,Express
5018,79,Male,No,302,2,832.69,1,Smartphone,1,2,50.0,3.5,1.0,Cash,Express
5020,62,Female,No,78,2,1980.34,0,Laptop,2,2,0.0,4.0,1.0,Paypal,Express
5021,77,Male,Yes,165,1,2470.3,0,Tablet,1,1,0.0,3.0,1.0,Cash,Standard
5022,36,Male,Yes,146,1,1729.21,0,Tablet,1,1,0.0,3.0,1.0,Cash,Overnight
5023,41,Male,No,176,1,844.83,0,Smartwatch,1,1,0.0,3.0,1.0,Cash,Express
5024,55,Male,Yes,123,1,62.25,0,Smartphone,1,1,100.0,5.0,1.0,Cash,Express
5025,21,Female,No,102,5,5165.73,0,Laptop,3,5,40.0,3.8,0.6,Cash,Overnight
5026,22,Female,Yes,99,3,6985.0199999999995,0,Laptop,3,3,66.66666666666666,3.0,1.0,Cash,Express
5027,21,Male,No,145,1,186.75,0,Smartphone,1,1,0.0,5.0,1.0,Paypal,Overnight
5028,25,Male,No,259,1,4639.6,1,Laptop,1,1,100.0,3.0,1.0,Cash,Standard
5029,27,Female,Yes,80,2,8355.86,0,Smartphone,2,2,0.0,2.5,0.5,Credit Card,Overnight
5030,69,Female,No,372,2,4893.97,1,Smartphone,2,2,50.0,2.5,0.5,Cash,Standard
5031,19,Male,No,313,4,14734.029999999999,1,Laptop,4,4,0.0,3.5,0.75,Credit Card,Express
5033,48,Female,No,166,2,415.0,0,Smartphone,1,2,0.0,5.0,0.0,Credit Card,Express
5034,60,Male,No,75,4,12961.690000000002,0,Laptop,2,4,50.0,2.5,0.25,Paypal,Overnight
5035,18,Female,No,193,1,4224.15,1,Smartwatch,1,1,100.0,3.0,1.0,Debit Card,Overnight
5036,49,Male,No,113,1,1855.84,0,Laptop,1,1,100.0,3.0,1.0,Paypal,Overnight
5037,71,Female,No,244,1,62.25,1,Smartphone,1,1,0.0,5.0,1.0,Paypal,Standard
5040,47,Female,No,79,1,2319.8,0,Laptop,1,1,100.0,3.0,1.0,Credit Card,Express
5041,73,Female,Yes,298,1,1855.84,1,Laptop,1,1,0.0,3.0,1.0,Cash,Express
5042,42,Male,No,215,1,2783.76,1,Laptop,1,1,0.0,3.0,0.0,Cash,Overnight
5044,33,Female,No,212,1,494.06,1,Tablet,1,1,100.0,3.0,1.0,Debit Card,Express
5045,57,Female,No,99,2,4080.45,0,Smartphone,1,2,50.0,3.5,0.5,Cash,Standard
5046,65,Female,No,145,2,10714.59,0,Smartphone,2,2,0.0,2.5,0.0,Cash,Overnight
5047,31,Female,No,299,1,2319.8,1,Laptop,1,1,100.0,3.0,0.0,Debit Card,Standard
5048,41,Female,No,129,3,5968.959999999999,0,Laptop,3,3,0.0,3.6666666666666665,0.6666666666666666,Credit Card,Overnight
5052,42,Female,No,125,3,6923.07,0,Tablet,2,3,0.0,3.0,0.6666666666666666,Cash,Express
5053,19,Male,No,415,1,1235.15,1,Tablet,1,1,100.0,3.0,1.0,Paypal,Express
5054,29,Female,No,90,1,791.19,0,Smartphone,1,1,0.0,2.0,1.0,Paypal,Standard
5057,38,Female,No,137,2,761.84,0,Smartphone,2,2,50.0,4.0,1.0,Debit Card,Overnight
5058,46,Female,Yes,192,3,3585.05,1,Laptop,2,3,33.33333333333333,3.0,0.6666666666666666,Cash,Overnight
5059,58,Female,No,421,1,4175.64,1,Laptop,1,1,0.0,3.0,1.0,Credit Card,Express
5060,23,Female,Yes,271,1,5913.81,1,Smartwatch,1,1,0.0,3.0,1.0,Credit Card,Standard
5063,41,Male,No,337,1,2373.57,1,Smartphone,1,1,0.0,2.0,1.0,Paypal,Overnight
5065,58,Male,No,126,4,22689.72,0,Smartphone,2,4,25.0,2.25,0.75,Credit Card,Overnight
5066,32,Female,No,363,2,3458.42,1,Tablet,1,2,50.0,3.0,0.5,Credit Card,Express
5067,49,Male,Yes,173,1,3164.76,0,Smartphone,1,1,0.0,2.0,0.0,Paypal,Standard
5069,31,Male,No,199,2,597.81,1,Smartphone,2,2,0.0,4.0,0.5,Cash,Overnight
5070,18,Female,Yes,74,1,20.75,0,Smartphone,1,1,0.0,5.0,1.0,Credit Card,Express
5071,31,Male,No,291,1,2470.3,1,Tablet,1,1,0.0,3.0,0.0,Credit Card,Express
5072,74,Female,Yes,432,1,83.0,1,Smartphone,1,1,0.0,5.0,1.0,Cash,Standard
5075,18,Male,No,431,1,7120.71,1,Smartphone,1,1,100.0,2.0,0.0,Cash,Express
5078,67,Female,No,346,1,20.75,1,Smartphone,1,1,100.0,5.0,1.0,Credit Card,Overnight
5079,78,Female,Yes,187,1,20.75,1,Smartphone,1,1,0.0,5.0,0.0,Credit Card,Standard
5080,73,Male,No,213,1,741.09,1,Tablet,1,1,0.0,3.0,1.0,Cash,Overnight
5082,37,Male,No,194,4,3688.8,1,Smartphone,3,4,0.0,4.0,0.75,Cash,Express
5083,41,Female,No,204,2,11827.619999999999,1,Smartwatch,1,2,50.0,3.0,0.5,Credit Card,Overnight
5088,67,Female,No,135,2,3626.3500000000004,0,Smartwatch,2,2,0.0,3.0,1.0,Cash,Overnight
5089,64,Female,No,108,3,4080.4500000000003,0,Smartphone,1,3,0.0,3.0,0.6666666666666666,Cash,Express
5090,46,Male,No,238,1,4747.14,1,Smartphone,1,1,0.0,2.0,1.0,Credit Card,Overnight
5091,25,Male,No,230,2,2430.77,1,Smartphone,2,2,0.0,4.0,1.0,Cash,Express
5092,51,Male,No,398,2,4954.64,1,Smartphone,1,2,50.0,3.5,0.0,Paypal,Express
5094,63,Male,No,143,1,4224.15,0,Smartwatch,1,1,0.0,3.0,1.0,Debit Card,Express
5096,23,Female,No,104,3,13844.09,0,Smartphone,2,3,33.33333333333333,2.3333333333333335,1.0,Cash,Express
5098,52,Male,No,267,1,1855.84,1,Laptop,1,1,0.0,3.0,1.0,Cash,Express
5099,27,Female,No,435,1,791.19,1,Smartphone,1,1,100.0,2.0,1.0,Cash,Standard
5101,27,Male,No,314,1,3955.95,1,Smartphone,1,1,0.0,2.0,1.0,Paypal,Standard
5102,54,Female,No,286,1,988.12,1,Tablet,1,1,100.0,3.0,1.0,Paypal,Standard
